context	nb sameas	all_pair	ratio
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'directed-inv']['edited-inv', 'islocatedin', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	5	66	0.07575757575757576
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	11	223	0.04932735426008968
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'wascreatedonyear', 'wrotemusicfor-inv']	1	8	0.125
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv']['islocatedin', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	2	0.5
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	4	6	0.6666666666666666
['actedin-inv', 'created-inv', 'directed-inv']['created-inv']['islocatedin', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['skos:preflabel']['wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	4	12	0.3333333333333333
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	6	159	0.03773584905660377
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear', 'wrotemusicfor-inv']	3	54	0.05555555555555555
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['edited-inv', 'wascreatedondate', 'wascreatedonyear']	2	9	0.2222222222222222
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	6	408	0.014705882352941176
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['edited-inv', 'wascreatedondate', 'wascreatedonyear']	1	8	0.125
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv']['edited-inv', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	1	3	0.3333333333333333
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'directed-inv', 'skos:preflabel']['wascreatedonyear']	3	9	0.3333333333333333
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'wascreatedonyear', 'wrotemusicfor-inv']	3	3	1.0
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear', 'wrotemusicfor-inv']	4	5	0.8
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'directed-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	2	6	0.3333333333333333
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv']['edited-inv', 'skos:preflabel', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	3	69	0.043478260869565216
['actedin-inv', 'created-inv', 'directed-inv']['skos:preflabel', 'wascreatedonyear']['wascreatedondate']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedonyear', 'wrotemusicfor-inv']	2	6	0.3333333333333333
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'wascreatedondate', 'wascreatedonyear']	2	32	0.0625
['actedin-inv', 'created-inv', 'directed-inv']['skos:preflabel']['islocatedin']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['edited-inv', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'islocatedin', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['skos:preflabel']['wascreatedonyear', 'wrotemusicfor-inv']	3	6	0.5
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear', 'wrotemusicfor-inv']	1	13	0.07692307692307693
['actedin-inv', 'created-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedonyear', 'wrotemusicfor-inv']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['directed-inv']['islocatedin', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'directed-inv', 'islocatedin', 'skos:preflabel']['edited-inv', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['islocatedin', 'skos:preflabel']['wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'skos:preflabel']['wascreatedonyear', 'wrotemusicfor-inv']	2	8	0.25
['actedin-inv', 'created-inv', 'directed-inv']['directed-inv', 'skos:preflabel', 'wascreatedonyear']['edited-inv', 'wascreatedondate']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['wascreatedonyear', 'wrotemusicfor-inv']	2	11	0.18181818181818182
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['edited-inv', 'wascreatedondate', 'wascreatedonyear']	2	3	0.6666666666666666
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedonyear']	1	7	0.14285714285714285
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	1	73	0.0136986301369863
['actedin-inv', 'created-inv', 'directed-inv']['directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'islocatedin', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	2	16	0.125
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'skos:preflabel', 'wrotemusicfor-inv']['wascreatedondate', 'wascreatedonyear']	2	92	0.021739130434782608
['actedin-inv', 'created-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['wascreatedonyear']	2	3	0.6666666666666666
['actedin-inv', 'created-inv', 'directed-inv']['skos:preflabel', 'wrotemusicfor-inv']['wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'skos:preflabel']['edited-inv', 'wascreatedonyear']	1	2	0.5
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	1	77	0.012987012987012988
['actedin-inv', 'created-inv', 'directed-inv']['islocatedin', 'skos:preflabel']['edited-inv', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedonyear', 'wrotemusicfor-inv']	1	29	0.034482758620689655
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['wascreatedonyear']	2	9	0.2222222222222222
['actedin-inv', 'created-inv', 'directed-inv']['skos:preflabel']['edited-inv', 'wascreatedondate', 'wascreatedonyear']	2	4	0.5
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['edited-inv', 'wascreatedonyear']	1	3	0.3333333333333333
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'islocatedin', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	1	6	0.16666666666666666
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	1	97	0.010309278350515464
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'directed-inv', 'skos:preflabel', 'wascreatedonyear']['edited-inv', 'islocatedin', 'wascreatedondate']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear', 'wrotemusicfor-inv']	1	2	0.5
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'islocatedin', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	1	17	0.058823529411764705
['actedin-inv', 'created-inv', 'directed-inv']['created-inv']['islocatedin', 'skos:preflabel', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'skos:preflabel', 'wascreatedonyear']['wascreatedondate', 'wrotemusicfor-inv']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'skos:preflabel'][]	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv']['edited-inv', 'skos:preflabel', 'wascreatedonyear', 'wrotemusicfor-inv']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	2	14	0.14285714285714285
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'skos:preflabel', 'wrotemusicfor-inv']['wascreatedondate', 'wascreatedonyear']	1	50	0.02
['actedin-inv', 'created-inv', 'directed-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	1	57	0.017543859649122806
['actedin-inv', 'created-inv', 'directed-inv']['created-inv', 'directed-inv', 'skos:preflabel', 'wascreatedonyear']['edited-inv', 'islocatedin', 'wascreatedondate', 'wrotemusicfor-inv']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear', 'wrotemusicfor-inv']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv']['directed-inv', 'skos:preflabel']['edited-inv', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'created-inv', 'directed-inv'][]['islocatedin', 'skos:preflabel', 'wascreatedonyear']	1	1	1.0
context	nb sameas	all_pair	ratio
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	44	171	0.2573099415204678
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	208	212	0.9811320754716981
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	21	191	0.1099476439790576
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	6	7	0.8571428571428571
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel']['created-inv', 'wascreatedonyear']	19	21	0.9047619047619048
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	3	3	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	125	131	0.9541984732824428
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel', 'wrotemusicfor-inv']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedonyear']	19	19	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	20	20	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	18	18	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	63	67	0.9402985074626866
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	4	4	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	5	133	0.03759398496240601
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	19	20	0.95
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'wascreatedondate', 'wascreatedonyear']	6	8	0.75
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear']	14	16	0.875
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'wascreatedonyear']	7	8	0.875
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	5	69	0.07246376811594203
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'skos:preflabel']['wascreatedonyear']	1	9	0.1111111111111111
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	9	12	0.75
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['created-inv', 'wascreatedonyear']	2	23	0.08695652173913043
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	23	25	0.92
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel']['wascreatedondate', 'wascreatedonyear']	9	9	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'islocatedin', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel']['wascreatedonyear']	11	13	0.8461538461538461
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	2	43	0.046511627906976744
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	10	12	0.8333333333333334
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	18	170	0.10588235294117647
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	5	5	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel']['created-inv', 'wascreatedonyear']	8	10	0.8
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel']['wascreatedonyear']	2	2	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	1	23	0.043478260869565216
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear']	23	24	0.9583333333333334
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedonyear']	9	10	0.9
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel']['created-inv', 'edited-inv', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv']['islocatedin', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'skos:preflabel']['edited-inv', 'wascreatedondate', 'wascreatedonyear']	1	5	0.2
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	9	158	0.056962025316455694
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel', 'wascreatedonyear']['created-inv', 'islocatedin', 'wascreatedondate']	2	2	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv']['created-inv', 'islocatedin', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	4	4	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	2	25	0.08
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	4	5	0.8
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel', 'wrotemusicfor-inv']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	7	8	0.875
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear']	6	145	0.041379310344827586
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel']['islocatedin', 'wascreatedonyear']	9	11	0.8181818181818182
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel']['created-inv', 'edited-inv', 'wascreatedondate', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['created-inv', 'wascreatedondate', 'wascreatedonyear']	1	10	0.1
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear']	5	42	0.11904761904761904
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel']['wascreatedonyear']	2	6	0.3333333333333333
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedonyear']	3	57	0.05263157894736842
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	4	20	0.2
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'skos:preflabel']['created-inv', 'wascreatedonyear']	4	72	0.05555555555555555
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedonyear']	3	72	0.041666666666666664
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'wascreatedondate', 'wascreatedonyear']	2	37	0.05405405405405406
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['created-inv', 'edited-inv', 'islocatedin', 'wascreatedonyear']	2	7	0.2857142857142857
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	4	4	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel']['created-inv', 'islocatedin', 'wascreatedonyear']	8	10	0.8
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['created-inv', 'islocatedin', 'wascreatedonyear']	5	46	0.10869565217391304
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'wascreatedondate', 'wascreatedonyear']	3	3	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	7	19	0.3684210526315789
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel']['created-inv']	1	1	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv']['islocatedin', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv']['islocatedin', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	3	53	0.05660377358490566
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'skos:preflabel', 'wrotemusicfor-inv']['created-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	3	41	0.07317073170731707
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'skos:preflabel']['wascreatedonyear']	3	4	0.75
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	2	239	0.008368200836820083
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel', 'wrotemusicfor-inv']['created-inv', 'wascreatedondate', 'wascreatedonyear']	3	3	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	5	11	0.45454545454545453
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['edited-inv', 'wascreatedondate', 'wascreatedonyear']	1	10	0.1
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['islocatedin', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'wascreatedonyear']	1	2	0.5
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel', 'wrotemusicfor-inv']['created-inv', 'islocatedin', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'directed-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv']['islocatedin', 'skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'skos:preflabel', 'wrotemusicfor-inv']['islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	2	0.5
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	1	47	0.02127659574468085
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['islocatedin', 'skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear']	2	2	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv', 'islocatedin', 'skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel']['islocatedin', 'wascreatedonyear']	1	7	0.14285714285714285
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'skos:preflabel']['created-inv', 'edited-inv', 'wascreatedondate', 'wascreatedonyear']	1	12	0.08333333333333333
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv']['skos:preflabel', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'islocatedin', 'skos:preflabel']['created-inv', 'wascreatedondate', 'wascreatedonyear']	1	4	0.25
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['created-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel']['edited-inv', 'islocatedin', 'wascreatedondate', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'created-inv', 'skos:preflabel']['wascreatedondate', 'wascreatedonyear']	1	73	0.0136986301369863
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['created-inv', 'islocatedin', 'wascreatedonyear']	1	1	1.0
['actedin-inv', 'directed-inv', 'wrotemusicfor-inv']['actedin-inv', 'directed-inv', 'skos:preflabel', 'wrotemusicfor-inv']['created-inv', 'islocatedin', 'wascreatedonyear']	1	4	0.25
